idx,symbol,date_group,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
22975,6207,20180629_20180702_20180703,47.76,0.1912,50.2,0.2556,52.47,0.2161,30325,113,55.9,53.6
22976,6207,20180702_20180703_20180704,49.98,0.1406,52.55,0.2252,55.36,0.3681,44999,102,55.9,51.2
22977,6207,20180703_20180704_20180705,51.63,0.0862,53.85,0.1866,55.44,0.2889,50969,60,56.2,50.1
22978,6207,20180704_20180705_20180706,52.37,0.0977,54.17,0.2701,55.54,0.2464,57039,51,53.3,49.6
22979,6207,20180705_20180706_20180709,51.88,0.2027,53.98,0.33,55.29,0.1238,39806,62,51.7,50.4
22980,6207,20180706_20180709_20180710,50.53,0.1677,52.17,0.2779,54.38,0.1729,30450,67,53.5,50.5
22981,6207,20180709_20180710_20180711,50.49,0.2143,51.75,0.2606,52.78,0.1728,20532,44,52.7,50.7
22982,6207,20180710_20180711_20180712,50.51,0.2123,51.72,0.277,52.79,0.1519,18666,44,52.9,50.1
22983,6207,20180711_20180712_20180713,50.94,0.1623,51.79,0.2862,52.75,0.1452,17902,32,54.3,49.4
22984,6207,20180712_20180713_20180716,50.97,0.1578,51.92,0.2845,53.5,0.1958,21968,43,51.8,45.1
22985,6207,20180713_20180716_20180717,50.46,0.205,51.76,0.2495,53.48,0.2145,23220,55,51.0,45.2
22986,6207,20180716_20180717_20180718,46.63,0.0832,50.43,0.3517,53.26,0.2931,27210,141,47.8,42.55
22987,6207,20180717_20180718_20180719,46.38,0.2552,49.04,0.1374,50.67,0.2983,19843,116,47.05,43.8
22988,6207,20180718_20180719_20180720,43.58,0.0944,46.3,0.3927,49.2,0.1258,18337,156,47.1,45.8
22989,6207,20180719_20180720_20180723,43.49,0.085,45.21,0.2092,46.52,0.3091,15699,104,47.3,45.9
22990,6207,20180720_20180723_20180724,43.38,0.092,45.07,0.1715,46.48,0.2544,14217,95,47.25,45.95
22991,6207,20180723_20180724_20180725,44.83,0.0986,46.04,0.2604,46.83,0.2355,11195,69,47.15,45.0
22992,6207,20180724_20180725_20180726,46.11,0.1911,46.53,0.2458,47.01,0.2228,8217,31,46.25,41.4
22993,6207,20180725_20180726_20180727,45.42,0.1369,46.14,0.2501,46.8,0.1603,8321,46,45.3,41.15
22994,6207,20180726_20180727_20180730,42.45,0.0691,45.26,0.2253,46.48,0.2767,9588,111,43.0,42.2
22995,6207,20180727_20180730_20180731,41.87,0.2747,43.28,0.098,45.56,0.2381,9346,98,43.0,40.1
22996,6207,20180730_20180731_20180801,41.69,0.2639,42.59,0.3398,43.96,0.0671,7322,78,42.85,40.2
22997,6208,20180625_20180626_20180627,27.57,0.2395,28.78,0.2826,29.13,0.0896,3202,25,27.5,27.0
22998,6208,20180626_20180627_20180628,27.12,0.1333,27.55,0.2663,28.85,0.2641,3166,33,27.2,26.7
22999,6208,20180629_20180702_20180703,26.51,0.1459,26.76,0.3069,27.08,0.2908,932,18,26.9,26.4
23000,6208,20180704_20180705_20180706,25.85,0.207,26.45,0.3249,26.69,0.152,908,23,26.2,25.9
23001,6208,20180705_20180706_20180709,25.47,0.1059,25.86,0.3378,26.51,0.1952,1199,32,26.2,26.0
23002,6208,20180706_20180709_20180710,25.58,0.0612,25.94,0.3323,26.41,0.0782,1291,27,26.25,26.0
23003,6208,20180709_20180710_20180711,25.45,0.0921,25.8,0.1818,26.05,0.4368,847,20,26.25,26.2
23004,6209,20180621_20180622_20180625,33.96,0.1406,34.88,0.345,36.02,0.1363,7119,60,34.25,33.6
23005,6209,20180622_20180625_20180626,33.15,0.1575,33.95,0.1751,34.89,0.3586,6849,56,34.75,33.6
23006,6209,20180625_20180626_20180627,33.05,0.144,33.8,0.4027,34.54,0.0923,6881,51,34.65,33.85
23007,6209,20180626_20180627_20180628,33.04,0.1243,33.74,0.328,34.22,0.2441,7240,43,34.8,33.25
23008,6209,20180627_20180628_20180629,33.8,0.2118,34.14,0.1797,34.53,0.1781,7441,25,35.3,31.8
23009,6209,20180628_20180629_20180702,33.7,0.1366,34.14,0.3048,34.62,0.1784,7563,39,33.8,31.4
23010,6209,20180629_20180702_20180703,32.3,0.0941,33.64,0.1638,34.5,0.3191,7144,69,32.5,30.0
23011,6209,20180702_20180703_20180704,31.92,0.2703,33.23,0.1167,34.33,0.1058,6179,77,31.6,29.5
23012,6209,20180703_20180704_20180705,30.58,0.1056,31.8,0.3165,32.92,0.0946,6288,77,31.5,30.1
23013,6209,20180704_20180705_20180706,30.02,0.2212,30.93,0.2263,31.7,0.2253,6306,61,31.2,30.5
23014,6209,20180705_20180706_20180709,29.9,0.1531,30.37,0.2961,31.09,0.18,6022,43,31.5,30.35
23015,6209,20180706_20180709_20180710,29.78,0.0974,30.36,0.2441,31.06,0.2886,5739,41,30.95,30.65
23016,6209,20180709_20180710_20180711,30.28,0.2098,30.66,0.2391,31.09,0.2228,4462,29,31.75,31.25
23017,6209,20180710_20180711_20180712,30.67,0.2079,31.06,0.2846,31.46,0.1891,4733,29,31.95,31.1
23018,6209,20180711_20180712_20180713,30.67,0.1771,31.29,0.2596,31.66,0.2362,3760,33,31.85,31.3
23019,6209,20180712_20180713_20180716,31.1,0.1162,31.43,0.2904,31.72,0.2174,3547,27,32.0,31.5
23020,6209,20180713_20180716_20180717,31.34,0.2397,31.58,0.2647,31.77,0.2328,2595,18,32.45,31.85
23021,6209,20180716_20180717_20180718,31.43,0.2403,31.71,0.3573,32.15,0.178,3932,28,33.5,32.7
23022,6209,20180717_20180718_20180719,31.64,0.1986,32.2,0.1743,32.87,0.2403,7259,44,35.5,32.9
23023,6209,20180718_20180719_20180720,32.0,0.1212,33.06,0.1894,34.86,0.3647,17262,76,34.95,33.6
23024,6209,20180719_20180720_20180723,32.8,0.2029,33.66,0.1761,34.89,0.3489,18850,73,34.45,33.9
23025,6209,20180720_20180723_20180724,33.22,0.1482,33.92,0.2059,34.9,0.3458,16643,57,34.5,33.25
23026,6209,20180723_20180724_20180725,33.23,0.0571,33.83,0.3033,34.34,0.1933,8179,39,34.35,33.3
23027,6209,20180724_20180725_20180726,33.43,0.1401,33.92,0.2209,34.25,0.229,5510,26,34.45,34.4
23028,6209,20180725_20180726_20180727,33.43,0.1395,34.03,0.2574,34.31,0.2586,6543,26,36.4,34.8
23029,6209,20180726_20180727_20180730,34.0,0.1543,35.52,0.2784,36.05,0.3535,15783,63,35.8,35.1
23030,6209,20180727_20180730_20180731,34.16,0.1274,35.35,0.3302,35.99,0.3126,19277,61,36.8,33.8
23031,6209,20180730_20180731_20180801,35.3,0.2603,35.95,0.2926,36.5,0.1405,24476,48,35.3,33.5
23032,6212,20180626_20180627_20180628,48.04,0.2697,49.06,0.2472,49.76,0.2247,89,28,48.05,45.15
23033,6212,20180627_20180628_20180629,47.96,0.2043,49.02,0.2366,49.7,0.172,93,31,47.1,44.05
23034,6212,20180628_20180629_20180702,45.31,0.126,46.55,0.4016,48.21,0.1339,127,38,46.0,44.15
23035,6212,20180629_20180702_20180703,44.92,0.3,46.54,0.3923,47.75,0.0692,130,34,45.35,44.0
23036,6212,20180702_20180703_20180705,44.37,0.1645,45.1,0.3092,46.54,0.3355,152,34,44.8,45.05
23037,6212,20180705_20180706_20180710,44.09,0.1667,44.54,0.2917,45.33,0.2708,48,18,45.4,45.0
23038,6212,20180726_20180727_20180730,44.14,0.2857,44.78,0.1633,45.43,0.1429,49,20,45.8,46.75
23039,6212,20180727_20180730_20180731,44.13,0.3111,44.76,0.1556,45.4,0.1333,45,18,47.1,45.5
23040,6213,20180621_20180622_20180625,67.09,0.4693,68.97,0.261,70.33,0.0565,8538,41,69.3,68.1
23041,6213,20180622_20180625_20180626,66.99,0.563,67.54,0.1552,68.54,0.1143,7506,28,69.2,68.0
23042,6213,20180625_20180626_20180627,67.04,0.2608,68.31,0.3632,68.77,0.3788,7225,28,71.3,70.2
23043,6213,20180626_20180627_20180628,67.12,0.0965,68.58,0.4641,70.4,0.2358,9126,48,72.1,70.5
23044,6213,20180627_20180628_20180629,68.62,0.3284,70.32,0.2596,71.18,0.2325,8521,42,72.8,70.5
23045,6213,20180628_20180629_20180703,68.77,0.0438,70.57,0.3766,71.74,0.157,7496,49,72.7,71.0
23046,6213,20180629_20180703_20180704,70.88,0.1632,71.61,0.2017,72.3,0.1514,7015,27,77.1,69.5
23047,6213,20180703_20180704_20180705,71.81,0.3165,73.5,0.1696,76.08,0.1674,16785,67,72.9,71.8
23048,6213,20180704_20180705_20180706,71.37,0.2794,73.14,0.1506,76.04,0.1519,19304,76,75.5,73.7
23049,6213,20180705_20180706_20180709,71.47,0.1925,73.6,0.207,75.78,0.1604,21446,76,76.3,73.5
23050,6213,20180706_20180709_20180710,70.96,0.201,72.93,0.1242,74.99,0.3719,13540,68,76.4,71.0
23051,6213,20180709_20180710_20180711,73.24,0.1179,74.62,0.4006,75.61,0.181,11735,47,72.7,71.8
23052,6213,20180710_20180711_20180712,71.82,0.1758,74.45,0.2614,75.64,0.2217,8866,48,73.7,70.9
23053,6213,20180711_20180712_20180713,71.96,0.3203,73.74,0.2241,74.96,0.1266,6091,55,72.6,71.3
23054,6213,20180712_20180713_20180716,71.4,0.3388,72.26,0.2304,73.23,0.0734,5555,29,72.1,70.7
23055,6213,20180713_20180716_20180717,71.41,0.3967,72.26,0.1628,73.23,0.0958,4258,29,73.5,71.1
23056,6213,20180716_20180717_20180718,71.06,0.2763,71.64,0.3857,72.49,0.1203,6207,29,72.3,70.8
23057,6213,20180717_20180718_20180719,71.03,0.2113,71.67,0.422,72.56,0.0659,5235,29,72.2,69.9
23058,6213,20180718_20180719_20180720,71.03,0.3135,71.64,0.3459,72.51,0.0632,5458,29,71.3,70.5
23059,6213,20180719_20180720_20180723,70.16,0.1317,71.03,0.2427,71.65,0.1957,3342,25,71.9,69.9
23060,6213,20180720_20180723_20180724,70.16,0.1333,70.9,0.3945,71.58,0.1312,3300,24,71.2,70.4
23061,6213,20180723_20180724_20180725,70.09,0.285,70.64,0.2711,71.08,0.1786,3656,21,71.7,70.5
23062,6213,20180724_20180725_20180726,70.1,0.1941,70.66,0.3107,71.22,0.1455,3663,21,71.9,70.0
23063,6213,20180725_20180726_20180727,70.14,0.1448,70.76,0.2845,71.29,0.1527,4910,21,71.7,70.5
23064,6213,20180726_20180727_20180730,70.42,0.1808,70.9,0.3439,71.37,0.1695,4591,20,72.3,71.4
23065,6213,20180727_20180730_20180731,70.36,0.1048,70.98,0.363,71.68,0.135,4964,24,74.2,72.5
23066,6213,20180730_20180731_20180801,70.83,0.1397,72.06,0.1761,73.64,0.2696,5854,43,76.3,73.6
23067,6214,20180626_20180627_20180628,64.95,0.2886,65.28,0.2242,65.88,0.3645,1646,19,65.9,66.0
23068,6214,20180629_20180702_20180703,65.09,0.3413,65.67,0.2204,66.26,0.1298,1248,18,65.8,64.9
23069,6214,20180703_20180704_20180705,65.2,0.2917,65.65,0.2698,66.18,0.1115,1049,18,65.6,65.3
23070,6215,20180621_20180622_20180625,21.56,0.2567,22.47,0.0833,22.87,0.3091,2750,32,21.05,20.65
23071,6215,20180622_20180625_20180626,20.63,0.2012,21.45,0.3637,21.72,0.2654,1933,32,20.95,20.15
23072,6215,20180625_20180626_20180627,20.54,0.2743,20.82,0.2587,21.46,0.1911,1287,23,20.65,20.4
23073,6215,20180626_20180627_20180628,20.32,0.2124,20.55,0.2951,20.82,0.225,1342,19,20.9,20.45
23074,6215,20180629_20180702_20180703,19.96,0.4452,20.45,0.1753,20.73,0.1564,1004,23,19.95,19.2
23075,6215,20180702_20180703_20180704,19.69,0.213,19.95,0.4406,20.43,0.1152,1094,23,19.9,18.35
23076,6215,20180703_20180704_20180705,19.53,0.2552,19.91,0.3989,20.35,0.0557,1489,29,18.95,18.55
23077,6215,20180704_20180705_20180706,18.63,0.1785,19.32,0.1397,19.68,0.3868,1210,29,18.95,18.9
23078,6215,20180705_20180706_20180709,18.66,0.2869,19.32,0.1695,19.64,0.2106,997,28,19.15,18.9
23079,6215,20180711_20180712_20180713,19.29,0.1581,20.19,0.1207,20.75,0.325,2246,45,21.1,20.05
23080,6215,20180712_20180713_20180716,19.39,0.1409,20.24,0.0944,20.79,0.5071,3230,44,20.6,20.1
23081,6215,20180713_20180716_20180717,20.07,0.1324,20.59,0.289,20.88,0.453,2945,34,20.45,19.85
23082,6215,20180716_20180717_20180718,20.19,0.1812,20.57,0.1487,20.88,0.4262,1722,22,20.35,19.0
23083,6215,20180718_20180719_20180720,19.15,0.1715,19.72,0.1675,20.14,0.3815,1481,29,19.2,18.3
23084,6215,20180719_20180720_20180723,18.26,0.2866,19.17,0.1329,19.96,0.2035,2648,43,18.8,18.6
23085,6215,20180720_20180723_20180724,18.32,0.3138,19.03,0.119,19.89,0.1136,2941,43,18.85,18.7
23086,6215,20180723_20180724_20180725,18.09,0.2301,18.42,0.2652,18.72,0.1714,2164,22,19.1,19.1
23087,6215,20180725_20180726_20180727,18.76,0.2305,19.09,0.2705,19.38,0.2156,1401,19,19.1,18.8
23088,6215,20180730_20180731_20180801,18.92,0.0788,19.25,0.0717,20.02,0.6127,2120,22,20.1,19.35
23089,6216,20180711_20180712_20180713,29.23,0.1191,29.62,0.4299,29.86,0.2807,2091,21,29.9,29.75
23090,6216,20180712_20180713_20180716,29.19,0.114,29.63,0.4921,29.85,0.2804,2097,20,29.9,29.65
23091,6216,20180717_20180718_20180719,29.84,0.2452,30.11,0.0965,30.32,0.4112,518,18,30.5,29.75
23092,6217,20180704_20180705_20180706,25.98,0.3271,26.72,0.0346,28.45,0.4069,376,27,25.9,25.45
23093,6217,20180705_20180706_20180709,25.81,0.1026,26.72,0.0513,28.43,0.2401,429,29,25.7,25.75
23094,6217,20180706_20180709_20180710,25.6,0.4916,25.98,0.2988,26.72,0.0313,415,25,27.3,25.95
23095,6217,20180709_20180710_20180711,25.61,0.6283,26.22,0.1445,27.11,0.0442,339,29,26.15,25.85
23096,6217,20180710_20180711_20180712,25.6,0.3527,26.11,0.2132,27.03,0.0349,258,27,26.35,26.0
23097,6217,20180711_20180712_20180713,25.92,0.3676,26.24,0.3039,27.11,0.0441,204,23,26.35,25.6
23098,6218,20180705_20180706_20180709,20.0,0.3133,20.36,0.2913,20.62,0.1873,817,22,21.0,20.8
23099,6218,20180706_20180709_20180710,20.0,0.1164,20.41,0.2723,20.73,0.344,1186,25,21.35,20.9
23100,6218,20180709_20180710_20180711,20.37,0.149,20.74,0.2312,21.13,0.2173,1933,27,21.45,20.5
23101,6218,20180710_20180711_20180712,20.66,0.1672,20.98,0.3132,21.24,0.2674,1836,24,20.95,20.15
23102,6218,20180711_20180712_20180713,20.61,0.1142,20.94,0.2773,21.22,0.2205,1655,20,20.6,20.2
23103,6218,20180712_20180713_20180716,20.45,0.1004,20.91,0.2636,21.32,0.0628,956,25,20.5,20.2
23104,6218,20180717_20180718_20180719,19.65,0.2297,20.12,0.1734,20.4,0.2509,1084,19,19.65,19.3
23105,6218,20180718_20180719_20180720,19.59,0.2821,19.86,0.1094,20.37,0.2706,1042,22,19.5,19.2
23106,6219,20180712_20180713_20180716,10.48,0.28,10.91,0.2982,11.33,0.08,275,21,11.2,10.85
23107,6219,20180713_20180716_20180717,10.61,0.0941,10.94,0.3168,11.24,0.2475,202,19,11.15,10.9
23108,6220,20180621_20180622_20180625,37.03,0.3217,37.32,0.2002,37.8,0.1846,1029,25,36.9,35.5
23109,6220,20180622_20180625_20180626,35.96,0.2723,36.5,0.0836,37.16,0.2759,1388,35,36.5,35.35
23110,6220,20180625_20180626_20180627,35.88,0.3406,36.25,0.108,37.02,0.2069,1556,31,36.05,35.6
23111,6220,20180626_20180627_20180628,35.55,0.1438,35.99,0.4277,36.49,0.0999,1391,28,36.8,36.0
23112,6220,20180627_20180628_20180629,35.53,0.2012,35.94,0.3564,36.34,0.1895,1024,29,36.4,35.9
23113,6220,20180628_20180629_20180702,35.63,0.1361,36.1,0.372,36.43,0.2097,801,29,36.55,35.8
23114,6220,20180629_20180702_20180703,35.95,0.3101,36.2,0.3038,36.46,0.2068,948,24,36.3,35.5
23115,6220,20180703_20180704_20180705,35.7,0.1116,35.97,0.2934,36.31,0.1074,968,21,35.95,34.5
23116,6220,20180704_20180705_20180706,34.39,0.1991,35.17,0.1211,35.88,0.3048,1296,48,35.25,34.8
23117,6220,20180705_20180706_20180709,34.31,0.1771,34.87,0.2546,35.67,0.2097,1316,45,35.3,34.4
23118,6220,20180706_20180709_20180710,34.16,0.0358,34.67,0.2195,35.18,0.3346,1312,36,34.95,34.9
23119,6220,20180709_20180710_20180711,34.63,0.1356,34.84,0.299,35.19,0.3754,863,18,35.65,35.7
23120,6220,20180710_20180711_20180712,34.75,0.1751,35.19,0.3681,35.46,0.2132,891,24,36.2,36.0
23121,6220,20180711_20180712_20180713,34.78,0.2013,35.44,0.2581,35.99,0.3237,899,32,39.3,38.1
23122,6220,20180712_20180713_20180716,35.68,0.1236,36.81,0.0959,38.56,0.2911,2920,74,39.25,36.2
23123,6220,20180713_20180716_20180717,36.36,0.086,38.29,0.2847,38.87,0.4034,4465,61,37.05,36.35
23124,6220,20180716_20180717_20180718,36.65,0.1355,38.3,0.2457,38.87,0.3201,5064,58,37.0,36.45
23125,6220,20180717_20180718_20180719,36.6,0.2035,38.6,0.3401,39.05,0.1571,3278,41,37.8,37.0
23126,6220,20180718_20180719_20180720,36.49,0.3155,36.94,0.352,37.47,0.026,2193,30,37.9,37.0
23127,6220,20180719_20180720_20180723,36.55,0.2809,37.02,0.2284,37.54,0.2862,2058,30,37.75,37.35
23128,6220,20180720_20180723_20180724,36.62,0.0956,37.09,0.2932,37.56,0.3508,1893,30,37.8,37.25
23129,6220,20180723_20180724_20180725,37.14,0.1235,37.42,0.2515,37.62,0.3617,1352,19,37.8,37.4
23130,6220,20180726_20180727_20180730,37.51,0.1714,38.94,0.3694,39.43,0.2749,3430,45,39.65,38.5
23131,6220,20180727_20180730_20180731,37.6,0.0899,38.97,0.3696,39.41,0.3497,4115,42,39.5,37.65
23132,6220,20180730_20180731_20180801,38.7,0.142,39.04,0.3906,39.43,0.31,4445,34,38.8,37.7
23133,6221,20180621_20180625_20180626,28.52,0.0957,28.96,0.4261,29.29,0.1217,115,19,28.65,28.5
23134,6221,20180705_20180706_20180709,28.2,0.25,28.73,0.1607,29.95,0.0536,56,19,29.15,28.4
23135,6221,20180706_20180709_20180710,28.2,0.1273,28.84,0.3273,29.95,0.0273,110,21,28.95,28.7
23136,6221,20180709_20180710_20180711,28.54,0.2016,28.87,0.2713,29.95,0.0233,129,20,29.1,29.4
23137,6221,20180711_20180712_20180713,28.82,0.2033,30.22,0.3874,31.06,0.1126,364,43,30.4,30.0
23138,6221,20180712_20180713_20180716,28.96,0.1473,30.18,0.4884,31.06,0.1059,387,41,30.5,29.55
23139,6221,20180713_20180716_20180717,29.93,0.232,30.31,0.4613,31.07,0.0994,362,32,30.3,29.5
23140,6223,20180621_20180622_20180625,62.13,0.2131,63.98,0.1964,65.33,0.285,779,44,60.6,60.2
23141,6223,20180622_20180625_20180626,59.76,0.2663,62.19,0.225,64.35,0.1703,969,55,61.6,59.0
23142,6223,20180625_20180626_20180627,59.41,0.1874,60.46,0.3147,62.41,0.1305,950,50,60.4,59.5
23143,6223,20180626_20180627_20180628,59.31,0.2959,60.05,0.2653,60.7,0.1539,916,28,61.5,59.9
23144,6223,20180627_20180628_20180629,59.35,0.1988,60.38,0.2834,61.05,0.0831,674,27,61.4,59.1
23145,6223,20180628_20180629_20180702,59.31,0.219,60.1,0.2206,60.77,0.1536,612,26,60.8,57.8
23146,6223,20180629_20180702_20180703,59.43,0.1055,60.24,0.2976,60.87,0.1808,531,25,59.3,57.2
23147,6223,20180702_20180703_20180704,58.18,0.1353,59.23,0.2274,60.33,0.25,532,33,59.7,58.2
23148,6223,20180703_20180704_20180705,58.09,0.304,59.2,0.2841,60.12,0.1561,602,36,61.0,60.3
23149,6223,20180704_20180705_20180706,58.16,0.2415,59.08,0.339,60.63,0.0279,646,32,61.9,60.2
23150,6223,20180705_20180706_20180709,58.11,0.1811,59.03,0.1954,60.97,0.3568,911,43,61.6,59.8
23151,6223,20180706_20180709_20180710,58.9,0.1321,60.52,0.3152,61.2,0.2641,939,33,60.6,59.5
23152,6223,20180709_20180710_20180711,60.26,0.2476,60.81,0.269,61.33,0.1655,840,22,60.0,60.5
23153,6223,20180710_20180711_20180712,59.84,0.284,60.41,0.3807,61.1,0.0572,507,22,61.5,60.7
23154,6223,20180711_20180712_20180713,59.87,0.2413,60.61,0.2454,61.33,0.1247,489,21,61.4,61.5
23155,6223,20180713_20180716_20180717,60.86,0.2914,61.64,0.1575,62.96,0.1409,724,32,64.5,61.0
23156,6223,20180716_20180717_20180718,61.14,0.1216,62.3,0.2207,63.4,0.2151,888,37,62.6,60.6
23157,6223,20180717_20180718_20180719,61.66,0.2053,62.6,0.1936,63.56,0.2004,1028,34,62.4,60.2
23158,6223,20180718_20180719_20180720,61.18,0.2505,62.12,0.2298,63.49,0.1439,966,38,60.8,60.0
23159,6223,20180719_20180720_20180723,60.58,0.1269,61.25,0.2102,62.02,0.0719,709,24,61.5,60.5
23160,6223,20180720_20180723_20180724,60.48,0.2103,61.21,0.3114,62.15,0.0594,623,22,61.5,60.6
23161,6223,20180726_20180727_20180730,60.83,0.4007,61.99,0.1453,63.44,0.0757,1163,37,64.3,62.0
23162,6223,20180727_20180730_20180731,60.78,0.1812,62.16,0.2838,63.58,0.1476,1843,40,63.0,61.6
23163,6223,20180730_20180731_20180801,61.79,0.1803,62.49,0.3649,63.66,0.1462,1669,31,64.0,63.9
23164,6224,20180621_20180622_20180625,72.42,0.2415,73.82,0.2541,74.71,0.1583,2381,42,72.1,71.3
23165,6224,20180622_20180625_20180626,71.12,0.1466,72.14,0.3308,72.97,0.2054,1699,33,74.9,70.6
23166,6224,20180625_20180626_20180627,71.6,0.2393,72.93,0.1584,74.17,0.1302,2311,45,71.8,71.0
23167,6224,20180626_20180627_20180628,71.41,0.3096,73.03,0.1334,74.2,0.146,2061,45,72.8,71.5
23168,6224,20180627_20180628_20180629,71.51,0.3812,73.02,0.1348,74.2,0.146,2062,42,73.2,70.6
23169,6224,20180628_20180629_20180702,71.28,0.2841,71.84,0.2163,72.67,0.0996,1415,25,72.8,70.5
23170,6224,20180629_20180702_20180703,71.11,0.1693,71.87,0.2211,72.65,0.1736,1642,26,71.7,67.9
23171,6224,20180702_20180703_20180704,70.82,0.3105,71.9,0.2072,72.65,0.2368,1491,28,70.7,66.8
23172,6224,20180703_20180704_20180705,68.42,0.2137,70.45,0.3085,72.28,0.1018,1867,50,69.3,65.9
23173,6224,20180704_20180705_20180706,67.33,0.1443,68.3,0.4217,70.36,0.2232,2357,48,67.0,66.1
23174,6224,20180705_20180706_20180709,66.51,0.1452,68.15,0.3799,69.97,0.1388,2514,49,67.0,66.0
23175,6224,20180706_20180709_20180710,66.31,0.3214,67.19,0.1532,68.16,0.3231,1730,35,68.0,67.8
23176,6224,20180709_20180710_20180711,66.19,0.393,66.72,0.2814,67.64,0.0623,995,22,69.7,69.6
23177,6224,20180710_20180711_20180712,66.63,0.2551,67.93,0.1618,68.94,0.1522,933,38,70.6,68.7
23178,6224,20180711_20180712_20180713,66.97,0.1464,68.5,0.2132,69.99,0.2736,1093,46,69.4,68.2
23179,6224,20180712_20180713_20180716,68.33,0.1792,68.96,0.2809,70.02,0.2348,954,29,68.9,67.1
23180,6224,20180713_20180716_20180717,68.47,0.2023,68.91,0.2616,70.09,0.2413,692,24,69.0,67.2
23181,6224,20180716_20180717_20180718,67.45,0.2617,68.43,0.2827,68.91,0.3118,619,22,68.3,66.1
23182,6224,20180717_20180718_20180719,67.45,0.3437,68.26,0.1389,68.64,0.2194,547,19,67.9,66.0
23183,6224,20180718_20180719_20180720,66.72,0.1771,67.42,0.5259,68.43,0.0805,559,29,66.6,66.1
23184,6224,20180719_20180720_20180723,66.42,0.3694,67.01,0.151,67.52,0.1469,490,21,66.9,66.2
23185,6224,20180720_20180723_20180724,66.27,0.3856,66.59,0.3911,67.12,0.1162,542,18,66.7,66.8
23186,6224,20180726_20180727_20180730,66.2,0.1958,66.95,0.2646,67.53,0.1252,567,20,66.6,66.0
23187,6224,20180727_20180730_20180731,65.78,0.0997,66.38,0.2551,67.32,0.1173,682,27,66.5,65.2
23188,6224,20180730_20180731_20180801,65.78,0.1012,66.33,0.3661,67.43,0.0208,672,27,66.6,64.4
23189,6226,20180621_20180622_20180625,10.24,0.0654,10.85,0.2498,11.89,0.5514,39572,51,11.95,10.55
23190,6226,20180622_20180625_20180626,10.43,0.071,11.03,0.2647,11.85,0.4316,54888,44,11.35,10.0
23191,6226,20180625_20180626_20180627,10.87,0.1577,11.28,0.124,11.89,0.4235,50012,30,10.85,10.05
23192,6226,20180626_20180627_20180628,10.52,0.0929,11.02,0.3256,11.55,0.1302,31636,38,10.4,9.72
23193,6226,20180627_20180628_20180629,10.2,0.2606,10.71,0.3176,11.06,0.162,18999,28,10.3,9.6
23194,6226,20180628_20180629_20180702,9.78,0.0954,10.2,0.5458,10.62,0.2486,10312,34,10.1,9.57
23195,6226,20180629_20180702_20180703,9.77,0.1423,10.02,0.4104,10.24,0.4815,9430,48,9.95,9.5
23196,6226,20180702_20180703_20180704,9.67,0.0934,9.81,0.2786,9.99,0.1804,9964,45,9.95,9.03
23197,6226,20180703_20180704_20180705,9.65,0.1581,9.81,0.2802,9.99,0.1907,10828,51,9.68,9.21
23198,6226,20180704_20180705_20180706,9.19,0.0849,9.63,0.255,9.82,0.3486,8556,90,9.31,9.42
23199,6226,20180705_20180706_20180709,9.21,0.2508,9.55,0.165,9.75,0.192,4953,88,9.63,9.5
23200,6226,20180706_20180709_20180710,9.11,0.1332,9.26,0.2354,9.52,0.2911,4558,62,9.94,9.74
23201,6226,20180709_20180710_20180711,9.26,0.1569,9.53,0.2886,9.81,0.1739,4519,63,9.92,9.78
23202,6226,20180710_20180711_20180712,9.53,0.2617,9.75,0.1777,9.86,0.2615,4581,52,9.93,9.8
23203,6226,20180711_20180712_20180713,9.56,0.0307,9.77,0.265,9.87,0.3874,3913,45,9.9,9.82
23204,6226,20180712_20180713_20180716,9.79,0.2371,9.84,0.2029,9.89,0.2151,2450,20,10.05,9.8
23205,6226,20180713_20180716_20180717,9.82,0.2365,9.89,0.1925,9.99,0.2823,3709,24,9.99,9.63
23206,6226,20180716_20180717_20180718,9.83,0.1732,9.9,0.1489,9.99,0.3177,3573,22,9.9,9.41
23207,6226,20180717_20180718_20180719,9.67,0.0907,9.85,0.1704,9.98,0.4009,3604,37,9.7,9.41
23208,6226,20180718_20180719_20180720,9.49,0.1148,9.64,0.301,9.87,0.1489,2492,56,9.54,9.4
23209,6226,20180719_20180720_20180723,9.47,0.2116,9.64,0.3617,9.81,0.1171,1938,48,9.62,9.56
23210,6226,20180720_20180723_20180724,9.44,0.2888,9.53,0.1564,9.62,0.256,1586,31,9.68,9.65
23211,6226,20180723_20180724_20180725,9.44,0.2629,9.51,0.1678,9.62,0.2467,989,29,9.87,9.73
23212,6226,20180724_20180725_20180726,9.48,0.105,9.63,0.2,9.78,0.4302,1885,48,9.87,9.65
23213,6226,20180725_20180726_20180727,9.63,0.1224,9.75,0.4269,9.82,0.2249,2223,31,9.95,9.67
23214,6226,20180726_20180727_20180730,9.68,0.0801,9.75,0.383,9.84,0.2137,2770,29,10.1,9.9
23215,6226,20180727_20180730_20180731,9.75,0.1933,9.87,0.1972,10.03,0.277,3636,36,10.1,9.81
23216,6226,20180730_20180731_20180801,9.75,0.0511,9.9,0.1816,10.04,0.4363,4444,37,10.05,9.72
